5962,006.mp3,#2014-01-09 21:31:54#,182962,94.427,?,?
6145,058.mp3,#2014-01-09 21:34:27#,18704,97.021,?,?
6187,005.mp3,#2014-01-09 21:35:41#,442932,98.973,?,?
6297,026.mp3,#2014-01-09 21:37:05#,960366,98.969,?,?
6370,006.mp3,#2014-01-09 21:39:15#,3239,104.857,?,?
6393,004.mp3,#2014-01-09 21:39:44#,94355,95.689,?,?
5391,023.mp3,#2014-01-09 21:20:20#,9389,121.584,?,?
5497,003.mp3,#2014-01-09 21:23:08#,18704,123.803,?,?
5574,004.mp3,#2014-01-09 21:23:53#,40856,118.691,?,?
5576,003.mp3,#2014-01-09 21:23:54#,111909,111.018,?,?
5815,012.mp3,#2014-01-09 21:28:47#,357251,125.499,?,?
6302,036.mp3,#2014-01-09 21:37:30#,509389,118.303,?,?
6375,005.mp3,#2014-01-09 21:39:29#,124029,120.938,?,?
5139,003.mp3,#2014-01-09 21:14:08#,95427,128.189,?,?
5145,003.mp3,#2014-01-09 21:14:12#,278910,132.463,?,?
5244,014.mp3,#2014-01-09 21:16:43#,38766,143.046,?,?
5323,005.mp3,#2014-01-09 21:18:27#,91847,147.214,?,?
5483,008.mp3,#2014-01-09 21:22:56#,42110,133.23,?,?
5659,005.mp3,#2014-01-09 21:24:48#,48797,130.888,?,?
5710,010.mp3,#2014-01-09 21:26:08#,20794,139.678,?,?
5727,005.mp3,#2014-01-09 21:26:31#,47125,137.755,?,?
6150,065.mp3,#2014-01-09 21:35:08#,960184,129.871,?,?
6372,009.mp3,#2014-01-09 21:39:22#,34586,147.265,?,?
5142,002.mp3,#2014-01-09 21:14:10#,95426,154.527,?,?
5186,010.mp3,#2014-01-09 21:15:17#,389016,168.544,?,?
5403,006.mp3,#2014-01-09 21:20:45#,469682,152.428,?,?
5584,004.mp3,#2014-01-09 21:23:59#,199263,163.526,?,?
5660,014.mp3,#2014-01-09 21:24:51#,960366,154.97,?,?
5719,004.mp3,#2014-01-09 21:26:21#,27482,162.389,?,?
5739,011.mp3,#2014-01-09 21:26:45#,14107,155.369,?,?
5784,015.mp3,#2014-01-09 21:27:52#,79726,178.211,?,?
5885,006.mp3,#2014-01-09 21:29:53#,6583,157.509,?,?
5894,005.mp3,#2014-01-09 21:29:59#,121940,152.807,?,?
6353,004.mp3,#2014-01-09 21:38:53#,42110,173.019,?,?
5182,034.mp3,#2014-01-09 21:15:12#,335335,202.178,?,?
5258,009.mp3,#2014-01-09 21:17:15#,63662,186.018,?,?
5269,006.mp3,#2014-01-09 21:17:33#,219977,203.863,?,?
5717,012.mp3,#2014-01-09 21:26:19#,333010,183.399,?,?
5729,004.mp3,#2014-01-09 21:26:32#,139077,200.231,?,?
5732,004.mp3,#2014-01-09 21:26:36#,45036,210.603,?,?
5793,005.mp3,#2014-01-09 21:28:05#,141584,213.011,?,?
5890,002.mp3,#2014-01-09 21:29:56#,15778,196.972,?,?
5908,027.mp3,#2014-01-09 21:30:25#,122776,184.22,?,?
6060,006.mp3,#2014-01-09 21:32:43#,109401,184.119,?,?
6100,011.mp3,#2014-01-09 21:33:26#,163736,204.266,?,?
6151,057.mp3,#2014-01-09 21:35:19#,960184,203.266,?,?
5552,006.mp3,#2014-01-09 21:23:42#,134061,228.741,?,?
5622,002.mp3,#2014-01-09 21:24:22#,64679,218.088,?,?
5777,021.mp3,#2014-01-09 21:27:41#,61754,246.807,?,?
5790,003.mp3,#2014-01-09 21:28:03#,43364,247.5,?,?
5796,003.mp3,#2014-01-09 21:28:08#,187142,233.894,?,?
5268,009.mp3,#2014-01-09 21:17:32#,238785,281.586,?,?
5369,006.mp3,#2014-01-09 21:19:59#,45871,292.102,?,?
5522,003.mp3,#2014-01-09 21:23:26#,46290,269.356,?,?
5524,002.mp3,#2014-01-09 21:23:27#,149943,270.031,?,?
5553,004.mp3,#2014-01-09 21:23:42#,266972,273.361,?,?
5654,006.mp3,#2014-01-09 21:24:43#,32079,278.241,?,?
5655,006.mp3,#2014-01-09 21:24:44#,128209,294.919,?,?
5661,007.mp3,#2014-01-09 21:24:52#,211801,264.406,?,?
6913,003.mp3,#2014-03-17 15:31:02#,17868,.661,?,?
6767,002.mp3,#2014-03-17 15:07:18#,9509,1.656,?,?
6773,006.mp3,#2014-03-17 15:14:31#,30407,1.669,?,?
6770,004.mp3,#2014-03-17 15:32:42#,15779,1.676,?,?
7520,003.mp3,#2014-03-17 15:33:44#,2404,1.68,?,?
8181,004.mp3,#2014-03-17 14:54:15#,31044,2.021,?,?
6891,003.mp3,#2014-03-17 14:55:25#,7419,2.168,?,?
7979,004.mp3,#2014-03-17 14:56:58#,17869,2.359,?,?
6796,005.mp3,#2014-03-17 15:01:21#,50705,2.265,?,?
6911,003.mp3,#2014-03-17 15:07:39#,40856,2.157,?,?
7592,004.mp3,#2014-03-17 15:13:27#,17869,2.207,?,?
6778,006.mp3,#2014-03-17 15:19:06#,20194,2.257,?,?
7533,003.mp3,#2014-03-17 15:29:15#,22884,2.065,?,?
7800,003.mp3,#2014-03-17 14:58:12#,3658,2.777,?,?
7272,008.mp3,#2014-03-17 15:05:28#,12853,2.712,?,?
6923,004.mp3,#2014-03-17 15:18:16#,15779,2.698,?,?
6993,005.mp3,#2014-03-17 14:56:37#,70949,3.338,?,?
6981,003.mp3,#2014-03-17 15:02:05#,71785,3.186,?,?
7681,002.mp3,#2014-03-17 15:09:27#,2822,3.352,?,?
6988,002.mp3,#2014-03-17 15:16:11#,76800,3.252,?,?
8308,006.mp3,#2014-03-17 15:20:22#,35004,2.997,?,?
7441,003.mp3,#2014-03-17 15:23:24#,30407,3.221,?,?
6979,003.mp3,#2014-03-17 14:54:14#,98534,3.44,?,?
7689,002.mp3,#2014-03-17 14:57:41#,16196,3.742,?,?
7544,003.mp3,#2014-03-17 14:58:50#,29989,3.897,?,?
6793,003.mp3,#2014-03-17 15:00:06#,140566,3.799,?,?
7715,005.mp3,#2014-03-17 15:26:18#,13688,3.658,?,?
7310,002.mp3,#2014-03-17 15:30:27#,38348,3.745,?,?
8022,004.mp3,#2014-03-17 15:02:22#,29571,4.399,?,?
7003,002.mp3,#2014-03-17 15:09:31#,6165,5.329,?,?
7925,004.mp3,#2014-03-17 14:56:48#,29571,6.274,?,?
8860,002.mp3,#2014-03-17 14:59:37#,11599,6.304,?,?
8722,004.mp3,#2014-03-17 15:05:26#,6166,6.049,?,?
7020,003.mp3,#2014-03-17 15:21:14#,49215,6.161,?,?
7753,005.mp3,#2014-03-17 15:24:19#,20794,6.106,?,?
6777,013.mp3,#2014-03-17 15:19:28#,83723,7.005,?,?
7565,002.mp3,#2014-03-17 15:14:02#,19958,9.12,?,?
6741,004.mp3,#2014-03-17 15:14:45#,27482,8.621,?,?
7349,004.mp3,#2014-03-17 15:16:23#,12435,8.452,?,?
6782,017.mp3,#2014-03-17 15:21:07#,78290,8.623,?,?
6797,006.mp3,#2014-03-17 15:26:04#,59900,8.597,?,?
8881,003.mp3,#2014-03-17 15:01:13#,15361,10.173,?,?
7080,003.mp3,#2014-03-17 15:03:55#,57156,11.249,?,?
8736,003.mp3,#2014-03-17 15:25:00#,2822,11.166,?,?
8644,005.mp3,#2014-03-17 15:26:35#,6165,10.717,?,?
7468,002.mp3,#2014-03-17 15:05:43#,51305,12.375,?,?
7591,006.mp3,#2014-03-17 15:08:24#,22048,11.478,?,?
8222,003.mp3,#2014-03-17 15:19:20#,5747,11.753,?,?
7706,004.mp3,#2014-03-17 15:19:50#,39184,11.768,?,?
8387,004.mp3,#2014-03-17 15:33:58#,8772,12.623,?,?
7339,004.mp3,#2014-03-17 15:00:01#,12017,15.435,?,?
7880,006.mp3,#2014-03-17 15:24:58#,21212,17.582,?,?
6743,005.mp3,#2014-03-17 15:27:26#,19958,17.609,?,?
7580,004.mp3,#2014-03-17 15:30:32#,33333,21.325,?,?
8156,005.mp3,#2014-03-17 15:33:39#,6084,24.331,?,?
7728,002.mp3,#2014-03-17 15:14:08#,35840,29.724,?,?
7016,004.mp3,#2014-03-17 15:25:54#,85160,28.392,?,?
8029,004.mp3,#2014-03-17 15:18:33#,13689,37.711,?,?
7709,004.mp3,#2014-03-17 15:34:51#,50887,34.135,?,?
8839,004.mp3,#2014-03-17 14:54:50#,33751,42.246,?,?
7942,007.mp3,#2014-03-17 14:54:26#,39184,46.052,?,?
7341,004.mp3,#2014-03-17 15:00:11#,23720,51.629,?,?
7478,005.mp3,#2014-03-17 15:10:13#,42527,45.568,?,?
8931,003.mp3,#2014-03-17 15:16:08#,11599,48.857,?,?
7934,005.mp3,#2014-03-17 15:27:39#,33332,46.165,?,?
7031,003.mp3,#2014-03-17 15:34:15#,8673,50.799,?,?
6786,018.mp3,#2014-03-17 14:58:40#,122594,54.068,?,?
8234,003.mp3,#2014-03-17 15:01:36#,73457,60.047,?,?
7320,002.mp3,#2014-03-17 15:17:21#,50051,62.737,?,?
6703,003.mp3,#2014-03-17 14:54:01#,10763,64.907,?,?
8739,005.mp3,#2014-03-17 15:14:08#,25809,68.954,?,?
8828,003.mp3,#2014-03-17 15:34:24#,32497,64.375,?,?
8992,003.mp3,#2014-03-17 15:01:12#,24974,77.896,?,?
8020,003.mp3,#2014-03-17 15:04:28#,56321,82.993,?,?
7995,003.mp3,#2014-03-17 15:24:27#,34587,82.244,?,?
6918,003.mp3,#2014-03-17 15:31:32#,54649,78.519,?,?
8306,006.mp3,#2014-03-17 14:57:03#,45035,98.855,?,?
7314,002.mp3,#2014-03-17 15:06:33#,40020,96.47,?,?
8356,003.mp3,#2014-03-17 15:01:00#,4494,126.184,?,?
7388,005.mp3,#2014-03-17 15:17:37#,20794,127.34,?,?
6787,011.mp3,#2014-03-17 15:23:25#,159792,116.177,?,?
8438,002.mp3,#2014-03-17 15:32:14#,9540,110.39,?,?
7922,004.mp3,#2014-03-17 15:02:38#,68024,150.203,?,?
7809,004.mp3,#2014-03-17 15:09:42#,60500,150.606,?,?
7395,003.mp3,#2014-03-17 15:31:11#,4912,148.857,?,?
6845,004.mp3,#2014-03-17 14:57:49#,36259,155.307,?,?
8659,004.mp3,#2014-03-17 15:04:18#,53395,172.276,?,?
7659,007.mp3,#2014-03-17 15:11:28#,77218,152.357,?,?
8125,012.mp3,#2014-03-17 15:20:10#,39184,156.297,?,?
7849,005.mp3,#2014-03-17 15:24:24#,43781,165.36,?,?
6960,002.mp3,#2014-03-17 15:26:18#,27481,154.62,?,?
8576,003.mp3,#2014-03-17 15:31:21#,42528,154.992,?,?
6801,002.mp3,#2014-03-17 15:32:21#,60318,165.72,?,?
7177,003.mp3,#2014-03-17 15:34:02#,26645,161.322,?,?
7819,005.mp3,#2014-03-17 14:57:19#,57156,184.739,?,?
8207,002.mp3,#2014-03-17 15:02:11#,28735,188.98,?,?
7792,003.mp3,#2014-03-17 15:05:19#,129463,205.271,?,?
7109,003.mp3,#2014-03-17 15:08:48#,137823,195.633,?,?
7120,007.mp3,#2014-03-17 15:09:28#,147436,204.718,?,?
7932,004.mp3,#2014-03-17 15:10:26#,48798,181.208,?,?
6657,004.mp3,#2014-03-17 15:18:38#,82652,189.946,?,?
7647,006.mp3,#2014-03-17 15:23:59#,6165,189.676,?,?
8215,003.mp3,#2014-03-17 15:29:12#,35841,182.698,?,?
6975,003.mp3,#2014-03-17 15:27:24#,67605,220.178,?,?
8836,002.mp3,#2014-03-17 15:31:01#,38766,239.395,?,?
6815,004.mp3,#2014-03-17 15:00:16#,77637,268.458,?,?
8977,002.mp3,#2014-03-17 15:12:19#,22048,293.577,?,?
6779,014.mp3,#2014-03-17 15:20:52#,260520,256.786,?,?
7955,002.mp3,#2014-03-17 15:30:00#,31243,271.285,?,?
6876,004.mp3,#2014-03-17 14:57:42#,79309,323.297,?,?
8318,003.mp3,#2014-03-17 15:06:09#,95191,330.117,?,?
8631,004.mp3,#2014-03-17 15:06:51#,85160,310.122,?,?
7699,004.mp3,#2014-03-17 15:11:04#,141584,344.658,?,?
7817,002.mp3,#2014-03-17 15:11:26#,89339,339.571,?,?
7672,002.mp3,#2014-03-17 15:12:00#,60082,343.292,?,?
8753,006.mp3,#2014-03-17 15:13:13#,17868,325.903,?,?
8019,003.mp3,#2014-03-17 15:23:01#,73457,356.018,?,?
8662,005.mp3,#2014-03-17 15:24:39#,66351,339.388,?,?
7573,003.mp3,#2014-03-17 15:27:34#,49633,312.526,?,?
8009,004.mp3,#2014-03-17 15:28:26#,105222,323.331,?,?
8845,002.mp3,#2014-03-17 15:29:14#,63844,361.847,?,?
8378,005.mp3,#2014-03-17 15:30:42#,46788,329.021,?,?
7686,002.mp3,#2014-03-17 15:32:09#,80562,336.314,?,?
7519,002.mp3,#2014-03-17 14:54:41#,40856,373.285,?,?
7055,005.mp3,#2014-03-17 14:57:27#,108565,383.237,?,?
6996,006.mp3,#2014-03-17 14:59:08#,93101,423.365,?,?
8994,004.mp3,#2014-03-17 15:02:59#,148272,429.941,?,?
6997,006.mp3,#2014-03-17 15:18:12#,93101,423.365,?,?
7620,002.mp3,#2014-03-17 15:19:47#,72203,414.768,?,?
8322,004.mp3,#2014-03-17 15:29:58#,31243,364.749,?,?
6816,003.mp3,#2014-03-17 15:31:27#,93519,397.229,?,?
7169,002.mp3,#2014-03-17 15:33:57#,32915,380.451,?,?
7513,003.mp3,#2014-03-17 14:54:12#,153705,502.004,?,?
6804,003.mp3,#2014-03-17 15:10:37#,66770,499.934,?,?
8718,004.mp3,#2014-03-17 15:24:33#,72621,456.75,?,?
7789,002.mp3,#2014-03-17 15:27:04#,133225,503.316,?,?
7424,003.mp3,#2014-03-17 15:27:27#,65934,498.708,?,?
8248,005.mp3,#2014-03-17 15:28:36#,165407,472.584,?,?
6781,014.mp3,#2014-03-17 15:32:28#,162300,505.886,?,?
8039,006.mp3,#2014-03-17 14:54:25#,110237,563.573,?,?
7716,004.mp3,#2014-03-17 15:04:39#,140749,558.506,?,?
7572,003.mp3,#2014-03-17 15:09:05#,77636,585.139,?,?
7947,003.mp3,#2014-03-17 15:13:38#,54649,522.381,?,?
7193,004.mp3,#2014-03-17 15:25:33#,167080,601.516,?,?
8288,006.mp3,#2014-03-17 15:27:15#,146599,601.64,?,?
8408,004.mp3,#2014-03-17 15:29:20#,138564,527.463,?,?
7872,007.mp3,#2014-03-17 15:29:21#,147018,578.927,?,?
7154,004.mp3,#2014-03-17 15:29:50#,17451,533.683,?,?
8906,002.mp3,#2014-03-17 14:54:47#,40020,650.823,?,?
8286,007.mp3,#2014-03-17 15:04:07#,166244,661.541,?,?
7229,002.mp3,#2014-03-17 15:16:18#,26227,696.668,?,?
6739,004.mp3,#2014-03-17 15:17:45#,106058,686.982,?,?
8011,003.mp3,#2014-03-17 15:18:59#,70949,695.533,?,?
7997,003.mp3,#2014-03-17 15:20:29#,170005,675.015,?,?
6687,002.mp3,#2014-03-17 15:27:40#,78054,620.79,?,?
8748,007.mp3,#2014-03-17 15:29:11#,195083,618.579,?,?
7733,005.mp3,#2014-03-17 15:31:54#,173349,700.402,?,?
7904,005.mp3,#2014-03-17 15:32:35#,172513,714.059,?,?
7989,003.mp3,#2014-03-17 15:32:48#,97281,622.732,?,?
8260,010.mp3,#2014-03-17 15:32:56#,133643,721.884,?,?
6992,002.mp3,#2014-03-17 14:57:49#,391524,783.278,?,?
7446,002.mp3,#2014-03-17 15:02:03#,99370,803.841,?,?
7797,005.mp3,#2014-03-17 15:02:23#,95190,792.001,?,?
6991,002.mp3,#2014-03-17 15:04:46#,257359,854.691,?,?
8135,002.mp3,#2014-03-17 15:05:31#,49476,749.294,?,?
8243,003.mp3,#2014-03-17 15:14:58#,211801,836.258,?,?
6676,004.mp3,#2014-03-17 15:21:15#,63844,775.521,?,?
8743,006.mp3,#2014-03-17 15:25:29#,49215,797.804,?,?
8405,004.mp3,#2014-03-17 15:25:33#,84742,820.615,?,?
8783,003.mp3,#2014-03-17 15:26:24#,67605,757.64,?,?
8682,011.mp3,#2014-03-17 15:30:29#,301663,825.433,?,?
6795,010.mp3,#2014-03-17 15:30:59#,762489,835.436,?,?
8224,008.mp3,#2014-03-17 15:31:04#,88086,801.886,?,?
6889,004.mp3,#2014-03-17 14:55:39#,133225,873.488,?,?
9648,004.mp3,#2014-03-18 07:54:09#,14943,.715,?,?
9317,003.mp3,#2014-03-18 07:55:40#,20794,2.226,?,?
9284,003.mp3,#2014-03-18 07:52:58#,24974,3.628,?,?
9298,004.mp3,#2014-03-18 07:57:04#,86832,3.837,?,?
9334,006.mp3,#2014-03-18 07:54:31#,29571,4.144,?,?
9425,005.mp3,#2014-03-18 07:56:25#,24555,4.217,?,?
9508,004.mp3,#2014-03-18 07:53:02#,26228,6.041,?,?
9662,005.mp3,#2014-03-18 07:55:57#,27481,7.942,?,?
9635,002.mp3,#2014-03-18 07:54:25#,40438,12.9,?,?
9287,002.mp3,#2014-03-18 07:52:46#,18704,13.588,?,?
9578,003.mp3,#2014-03-18 07:51:52#,49633,19.449,?,?
9520,003.mp3,#2014-03-18 07:52:27#,46707,53.86,?,?
9519,003.mp3,#2014-03-18 07:54:35#,31243,177.387,?,?
9479,002.mp3,#2014-03-18 07:56:17#,41274,154.059,?,?
9442,007.mp3,#2014-03-18 07:53:13#,45036,214.572,?,?
9273,006.mp3,#2014-03-18 07:55:02#,51723,212.837,?,?
9325,006.mp3,#2014-03-18 07:56:15#,100624,228.17,?,?
9574,004.mp3,#2014-03-18 07:55:09#,77219,324.632,?,?
9409,002.mp3,#2014-03-18 07:55:15#,38724,360.737,?,?
9353,004.mp3,#2014-03-18 07:54:15#,47544,400.939,?,?
9524,003.mp3,#2014-03-18 07:57:02#,78890,394.806,?,?
9516,003.mp3,#2014-03-18 07:53:10#,316291,500.498,?,?
9496,003.mp3,#2014-03-18 07:53:24#,4076,499.627,?,?
9567,003.mp3,#2014-03-18 07:54:01#,85160,442.825,?,?
9619,002.mp3,#2014-03-18 07:54:57#,100548,499.087,?,?
9614,002.mp3,#2014-03-18 07:52:41#,128580,580.796,?,?
9666,003.mp3,#2014-03-18 07:52:53#,55067,527.104,?,?
9438,002.mp3,#2014-03-18 07:54:13#,48797,529.858,?,?
9444,007.mp3,#2014-03-18 07:56:27#,74293,563.849,?,?
9503,004.mp3,#2014-03-18 07:52:38#,167916,634.108,?,?
9458,002.mp3,#2014-03-18 07:54:15#,72621,844.663,?,?
9510,002.mp3,#2014-03-18 07:55:47#,83070,931.552,?,?
